borrower_id,industry,state,business_type,business_age_years,employee_count,monthly_revenue,revenue_3m_avg,revenue_6m_avg,revenue_growth_3m,revenue_growth_6m,revenue_volatility,monthly_operating_expenses,fixed_expenses,variable_expenses,expense_growth,operating_cash_flow,free_cash_flow,average_bank_balance,minimum_bank_balance,cash_flow_volatility,cash_runway_months,accounts_receivable,receivable_days,receivable_days_change,overdue_receivables_ratio,outstanding_loan_amount,interest_rate,current_emi,remaining_tenure_months,total_existing_debt,number_of_active_loans,delayed_emi_count_3m,delayed_emi_count_6m,missed_emi_count,average_payment_delay_days,maximum_payment_delay_days,gst_monthly_turnover,gst_turnover_growth,gst_vs_bank_credit_difference,dscr,emi_to_revenue,emi_to_free_cash_flow,debt_to_revenue,operating_margin,cash_runway,receivables_to_revenue,expense_to_revenue,revenue_momentum,revenue_deterioration,receivable_stress,repayment_delinquency_score,liquidity_stress,debt_burden,cashflow_volatility_index,default_90d
MSME-000011,Manufacturing,Tamil Nadu,Private Limited,16.1,18,1424283.48,1405205.49,1381887.95,0.03067942784078848,-0.02169893818444608,0.2143045862051467,974520.65,610492.81,364027.84,0.09692319304349227,449762.83,439157.02,1206099.71,535105.11,0.22437842315456222,1.2376338102345534,2806468.3,59.11326654855728,-3.5549293451286044,0.1063773555531107,7212010.7,11.681727166402872,365761.35,22,8788852.7,1,0,0,0,2.0300058701988104,4.661337453748019,1269616.25,0.05323851705892578,0.10859301137951752,1.2006654612358578,0.25680375791482185,0.832871463605432,0.5142265580912774,0.3157818203437984,1.2376338151479909,1.9704422184269101,0.6842181796562016,0.012346999731956385,0.01084946909222304,1.091598464695732,0.1353337246799207,0.8814219193650561,1.3562359528783319,0.21984519652732526,1
MSME-000012,Retail,Tamil Nadu,LLP,8.5,20,1454792.44,1573735.46,1719110.25,-0.15375267745508864,-0.00024338903813625294,0.36745519628023154,1099005.98,542450.36,556555.62,0.20167607883686026,355786.46,332375.22,4655637.79,1045390.01,0.32525957234115865,4.236226064764419,1674970.4,34.540399396895296,-9.354433305088854,0.22989274610897098,7964914.07,12.07785679805243,150447.13,76,11841111.41,1,1,1,1,14.989551181723627,20.475862638364877,1311136.01,-0.17286711053724665,0.09874703339055207,2.2092493223366905,0.10341484177632929,0.4526424382660056,0.6782818339134802,0.24456166406803712,4.236226075858113,1.1513466484607247,0.755438335931963,-0.1000244265091553,0.15387437197415677,0.8055660693905593,5.499303412114909,0.04878587648813337,1.1368189383543035,0.3442476031137415,0
MSME-000013,Retail,Maharashtra,Partnership,5.6,2,1125254.71,1129661.62,1135047.84,-0.008627945998973818,0.06423314295648161,0.18811450998915621,801517.04,257826.05,543690.99,0.027423094199154733,323737.67,253776.62,1661779.49,652952.94,0.16004773313748993,2.073292787238197,1676475.83,44.695902668971286,12.632857548551765,0.02881519287222272,2039868.51,11.27091536112868,44082.52,61,2342993.91,2,2,2,0,14.540370005720904,20.353502980679114,1103332.53,,0.01948197264649661,5.7568537370368125,0.039175592519848236,0.1737059938776078,0.173515818920678,0.28770167956017706,2.0732927774062047,1.4898634194563827,0.712298320439823,0.01687343513543558,0.008627945998973818,1.1948421556401363,3.9693580003813937,0.18535363889456435,0.6714548002202986,0.17267778272073975,0
MSME-000014,Retail,Maharashtra,Proprietorship,16.4,4,133858.49,163622.17,200000.0,-0.33070752624378114,-0.3348210891194035,0.14707370213866022,104172.59,48154.9,56017.69,0.024186185590541455,29685.9,26061.91,87988.57,16175.29,0.1702559220236391,0.8446422101832414,326614.9,73.20003952636003,-5.975637453020143,0.38676185489739506,1466935.73,11.883045712860032,27805.61,75,1722787.79,3,1,1,1,19.246357689045837,28.121696895520962,135704.84,-0.2812671947296511,0.013793245994311953,0.9372896332790397,0.20772391799728207,1.06690607096717,1.0725180686459759,0.22177076702419102,0.844642242263536,2.4400013775741836,0.778229232975809,-0.33214727325024895,0.4981180708034829,1.606762513670062,5.783090512603056,1.7351152910873409,2.191827863639181,0.1598239230753986,1
MSME-000015,Services,Gujarat,Proprietorship,3.7,2,543630.06,538169.56,531495.62,0.02283075778450592,0.0062869878261720535,0.14701054474440614,431959.91,215974.61,215985.3,0.07766590954117095,111670.16,36880.26,235909.92,122820.26,0.15418080026385456,0.5461384748032067,719695.76,39.71611231508215,24.95152820858278,0.267973976479389,2309009.64,11.103131327896975,41329.26,79,2589197.53,3,0,0,0,1.0247387126965335,2.3319753391093814,486014.14,-0.0006819946817346323,0.10598369654624248,0.8923522947180762,0.07602460393746438,1.1206336397845351,0.3968994297948375,0.20541571965317737,0.5461384599325433,1.323870427621313,0.7945842987416846,0.017040438299089068,0.0,1.7616267886835173,0.0683159141797689,1.8002459315849157,1.1869609396384986,0.1509541852801028,0
MSME-000016,Auto Components,Gujarat,Private Limited,5.7,2,1216552.19,1217101.04,1217771.85,-0.0010015486744185298,0.0014963243970713552,0.0873063311215535,1026272.93,225780.05,800492.89,-0.04099652754744456,190279.26,182511.34,4212752.35,1724103.39,0.10563949226063127,4.104904466936881,1698587.22,41.886913675399995,-10.649103138436322,0.09121696099694203,7515462.15,9.044694236904483,156171.71,60,11217820.23,1,0,0,0,6.328345806384426,13.885322057981565,1237308.91,0.07114611763814759,0.017061922006511795,1.1686581391725812,0.1283723881998026,0.8556822277454103,0.7684161519613886,0.15640862888093607,4.1049044818906015,1.3962304568289832,0.843591371119064,-0.0001272930993970701,0.0010015486744185298,0.7893321889202752,0.4218897204256284,0.08134186082741879,1.289347122460895,0.09738956974804627,0
MSME-000017,Manufacturing,Tamil Nadu,Private Limited,2.5,15,2208815.65,2034132.02,1820629.8,0.21321514856782978,-0.009336861751031982,0.32502886280990717,1712906.74,816289.29,896617.45,0.09446628105857081,495908.91,326970.42,3123930.61,875776.98,0.32436450616199647,1.823759889812142,3836440.51,52.106301980530674,13.091685823254274,0.20203406733196105,27699578.29,10.508913277236365,900420.4,36,30772211.23,1,0,0,0,0.9224260527671978,6.216509530606125,2309410.07,0.26003823745446997,0.04554224026926789,0.3631308442145469,0.4076485061123141,2.753828312665103,1.1609619552602017,0.22451348984239586,1.8237598913295185,1.7368767330130064,0.7754865101576042,0.13532194495622815,0.004668430875515991,1.506861961115948,0.061495070184479854,1.4637080296870177,2.380083220540987,0.3246634666535563,0
MSME-000018,Services,Tamil Nadu,Partnership,4.3,15,375096.38,346327.8,311166.2,0.20545349260409462,0.19698170340166596,0.13006415861148618,299830.79,170036.48,129794.32,-0.0036529201389919304,75265.59,57243.59,755542.34,374461.21,0.2836222035679038,2.5198957396926005,627241.19,50.1664015295902,6.600878428369713,0.2373364644145738,3449504.29,11.447349632057074,82036.89,54,4045810.45,3,0,0,0,0.06568624030517235,4.468914950352754,353618.09,0.1235270930129476,0.05726072908176763,0.6977786456800105,0.21870882891485116,1.4331192365817729,0.8988379755446675,0.20065666856075762,2.5198957718785318,1.6722133921953604,0.7993433314392423,0.20248836638324458,0.0,1.2934724375200677,0.0043790826870114905,0.5522213543199895,2.0456100478317953,0.2145210833375159,0
MSME-000019,Services,Gujarat,Partnership,12.2,9,1198173.07,1240371.81,1291948.05,-0.07258416769755617,-0.06794718963865581,0.16621116359811244,886293.09,636104.76,250188.34,0.06412445325592724,311879.98,162975.95,1596934.36,537100.82,0.3278230899779285,1.8018129302862151,1228275.6,30.75371069716115,23.534914298430756,0.17435528743263873,4412919.51,12.104559901773738,93922.43,64,5544967.06,2,2,2,1,19.450132935965108,39.79819875637216,1182481.76,-0.05378938610590446,0.01309603252179641,1.7352186266901317,0.07838803287408219,0.5762962572085022,0.38565429310920274,0.2602962692192706,1.8018129420370412,1.0251236910206971,0.7397037307807293,-0.07096122537694105,0.10655776251688408,1.47141427566635,7.29667552906434,0.49308539684090275,0.9816243752944083,0.2550977231070113,0
MSME-000020,Food Processing,Delhi,Private Limited,2.3,15,444089.51,486287.45,537862.7,-0.17434409816245072,-0.05265652612848195,0.07280785652511068,295568.23,112199.38,183368.85,0.11279610495855862,148521.28,120573.5,508703.76,263725.8,0.2224599632373971,1.7211043413000522,434336.87,29.34117061935106,9.675020965012163,0.2408748231766463,2678321.01,9.633729877280427,55007.51,62,3192335.67,3,1,1,0,5.063930005618819,17.640288824884106,440757.99,-0.17815588857223974,0.007501919399600839,2.1919461542614815,0.1238658170511616,0.45621558634359954,0.5990413340319612,0.33443996459182296,1.721104328432051,0.9780390219079933,0.665560035408177,-0.13175344795056165,0.2006723612266917,1.0523950323329028,1.8375953337079212,0.24718076093631575,1.508705876659865,0.15511651521686823,0
MSME-000021,Chemicals,Tamil Nadu,Proprietorship,20.9,7,1931907.19,1798924.85,1636390.87,0.18059030005564108,0.09577522120871076,0.02,1456845.64,552886.12,903959.52,0.08647467329782013,475061.55,453594.95,4045559.71,2596673.49,0.06345717180235175,2.7769309293628055,2275136.06,35.32989686380038,1.3496587621859955,0.06692380575434777,3782619.95,13.713707719098007,98282.14,51,5001508.37,3,1,1,0,10.345638384615363,23.52463711786158,1939859.05,0.2877551313330045,0.004116065846046017,4.615232737097504,0.05087311673600635,0.21667379674310747,0.21574140120399193,0.24590288418565284,2.7769309245418756,1.1776632292568878,0.7540971158143471,0.15090502245921547,0.0,0.7007440455572206,2.189709225641024,0.0,0.9429241930440078,0.04390144449129346,0
MSME-000022,Retail,Maharashtra,Proprietorship,7.8,2,1245361.39,1282860.73,1328693.26,-0.06271716520637283,-0.07096257557136589,0.08358143008701076,815975.41,293301.91,522673.5,0.1297908713157131,429385.97,427260.92,2875764.14,1083158.92,0.3247043746468457,3.5243269462757625,1098000.91,26.450175516137495,-27.496040444225525,0.02437676172776731,6211833.03,10.758071165643855,312375.2,22,7455688.72,1,0,1,0,4.789585525249121,23.89202769668315,1196968.1,-0.10652379536419129,0.03885882912295416,1.367781181092481,0.250830965620349,0.7311110971721917,0.4988972665463262,0.3447882465667255,3.5243269647059585,0.8816725159594035,0.6552117454034769,-0.0656030588341204,0.09819845299205576,0.4652130203300589,0.8193057016832748,0.0,1.3259746805971988,0.21619904959491998,0
MSME-000023,Manufacturing,Gujarat,LLP,5.5,10,2721606.32,2614578.12,2483765.88,0.09575799880052123,0.1329411150854896,0.25559086878197024,2175690.24,949951.21,1225739.03,0.10064939216846108,545916.09,259731.04,3885039.27,1156887.34,0.25160322688051867,1.7856582739890323,5065486.48,55.83636146563852,19.689823509838995,0.16274181666445248,7980487.48,10.90428368178607,334647.97,27,12136496.13,5,0,1,0,0.63014803515568,8.990151193022005,2751783.84,0.10256119383418671,0.011088126096296553,0.77613212475187,0.12295972696006967,1.288440418981112,0.3716094683010584,0.20058598702842517,1.7856582699934342,1.861212050683363,0.7994140166458756,0.10877208950026016,0.0,1.7496752914197278,0.5420098690103786,1.04930526150032,1.6790087857012326,0.2533976657361719,0
MSME-000024,Manufacturing,Karnataka,Partnership,1.6,10,4782332.73,4087300.73,3237817.19,0.47702370183837695,0.3061839008247377,0.2215353140019995,3699885.13,2021185.39,1678699.74,0.046721258342663524,1082447.6,1067133.15,6526678.32,2874814.38,0.2589305461298609,1.764021880777475,2479197.29,15.552225853235456,-7.291323718998435,0.045747086265715206,7378205.82,10.396052525582784,125020.16,83,12279622.7,2,0,0,0,2.972221307550256,7.745101230734006,4823685.75,0.43779312785051666,0.008647039288656216,8.535688564148373,0.026142087357439052,0.11715516475146519,0.2139754695961246,0.22634301315124095,1.764021879241424,0.5184075282858873,0.7736569868487589,0.41722977148360324,0.0,0.30495085048630616,0.19814808717001708,0.3409880781893355,0.6793306879897223,0.2421026916723233,0
MSME-000025,Retail,Delhi,Private Limited,6.6,13,1718407.35,1830244.63,1966934.64,-0.12635259325446618,-0.11113987461942734,0.04368918651536828,1187725.81,753458.02,434267.79,-0.2,530681.54,514181.65,2311664.27,1682123.69,0.1868981367868363,1.9462945511161545,2846729.08,49.69827010374462,1.0174560634387433,0.0679545472559369,2909619.67,10.292794473830783,104361.08,32,3925434.32,1,0,0,0,1.8210779426069355,10.672700309306268,1837313.46,-0.18115522225669786,0.06919553553419917,4.926948341278186,0.06073128120640312,0.20296539170544106,0.19036203881848307,0.30882173542844776,1.9462945492444927,1.656608999024591,0.6911782645715523,-0.1210281417322026,0.18192253056417984,0.9301742510996386,0.12140519617379569,0.026852725377753628,0.5421902418344908,0.1224541091646757,0
MSME-000026,Food Processing,Telangana,LLP,5.7,18,3405739.59,3103286.51,2733621.63,0.24587087922076845,0.14547596706798102,0.21645878941262325,2362735.78,1123462.26,1239273.52,-0.012450138317402413,1043003.81,1001425.08,5503166.92,1272585.1,0.3128859403503542,2.329150371385293,3697138.9,32.56683727120606,-9.282416170147425,0.17440613878045852,49150079.0,8.472300356290159,1550916.19,36,62227470.62,1,0,0,0,4.80866788546277,9.034501671356573,3628483.8,0.26791738223271494,0.06540259699597638,0.6456990303260681,0.45538308171118863,1.5487091555565995,1.5226127584424818,0.30624884329456326,2.3291503716086277,1.0855612422205188,0.6937511567054367,0.21073265996729285,0.0,0.7171867599672263,0.3205778590308513,1.0656943633948328,2.8610704627204537,0.2694937224283753,0
MSME-000027,Manufacturing,Gujarat,Private Limited,9.5,2,1307389.88,1174872.29,1012906.34,0.2907312631438981,0.21024785655508674,0.31557467660903005,939704.85,626633.26,313071.59,0.1392714490502913,367685.03,302772.97,4504476.91,2244445.05,0.24526868548133288,4.793501825112194,2314925.9,53.1194085524886,7.482263346526625,0.20028992648816904,3462793.0,9.190779205677575,82276.16,51,5145497.44,2,0,1,0,11.103819698872217,15.049031997655542,1257877.88,0.36248457404208045,0.03787087490277832,3.6799599057612795,0.06293161761356146,0.2717420911120303,0.3279751969116767,0.2812359462351048,4.793501821343159,1.7706469473360158,0.7187640537648954,0.26256207083781413,0.0,1.3350221805805331,1.240254646591481,0.0,0.8853042409455804,0.27690638148879665,0
MSME-000028,Logistics,Karnataka,Partnership,5.7,25,12756326.04,13166601.07,13668048.32,-0.0667046427816455,-0.03650279348928382,0.24659628789117244,8974163.44,6565897.63,2408265.81,-0.024403996299000003,3782162.6,3013118.69,43040520.6,14917985.12,0.3696178247977295,4.796048220776592,18180180.73,42.75568216309994,10.921314648946812,0.11829996440691393,73902428.69,10.843733746882059,1601064.55,60,85375333.23,3,0,0,0,4.077391937534288,6.429921417136857,12282660.51,0.0038160002364908824,0.037131814207732095,1.8819470395494047,0.12551141645169178,0.531364580928606,0.5577319896176001,0.2964930959071034,4.796048220846756,1.425189405867522,0.7035069040928966,-0.05613399552931892,0.08495603952628741,1.1949384887568066,0.27182612916895255,0.0,1.4715105307468295,0.31425813318977885,0
MSME-000029,Electronics,Karnataka,Private Limited,2.2,11,398610.85,442849.78,496919.59,-0.19783631229128973,-0.05414252460001317,0.20925398056849592,271402.15,131203.24,140198.91,0.08608168910081844,127208.7,119794.13,519103.56,120387.88,0.44117955763173256,1.9126730056478314,579641.0,43.62457775860319,1.7175527594044424,0.14888870970495005,2227158.84,9.873243262213991,37452.65,82,3454737.36,2,0,0,0,7.144869319588369,14.676366857626377,410040.36,-0.1325303621619837,0.028673363047906516,3.198548834328145,0.09395792914317311,0.312641779693212,0.7222452173592365,0.31913004876811557,1.9126729836149048,1.4541525901766097,0.6808699512318845,-0.14754348659934294,0.22490757459129632,0.9332167643284845,0.47632462130589126,0.6000860346905875,1.3571400402171694,0.3368130479532761,0
MSME-000030,Services,Telangana,Private Limited,5.1,6,762325.31,813374.09,875767.05,,-0.057113300318731366,0.11340533800742336,552205.69,309500.3,242705.39,0.026952748721375402,210119.61,173730.67,1443112.54,96349.91,0.3207373031077862,2.613360487104916,1148290.83,45.18900884235673,9.507158028640788,0.035170904730130056,5409987.43,9.398840884595135,143115.81,45,5881196.48,2,0,0,0,10.877239382215055,12.192987775922058,699285.48,-0.0627066747278187,0.08269413064994684,1.2139166874714962,0.18773587617076493,0.8237797620880641,0.6429010033350023,0.27562984888957703,2.613360503402274,1.5063002827493686,0.7243701379926634,-0.10418685592185248,0.1580908052521295,1.1052263197241017,0.7251492921476703,0.8616013907648943,1.5122406937619148,0.22743791881262293,0
MSME-000031,Auto Components,Rajasthan,LLP,2.9,17,3145320.0,3002079.24,2827007.21,0.1125970892707939,0.0879000227928112,0.379472482759241,2507800.36,957113.05,1550687.31,0.0695866302201523,637519.64,400441.92,3917290.26,78345.81,0.3902975777468507,1.5620423082779413,6105399.07,58.23317574890989,10.486358566537055,0.36342445284665825,24327252.65,10.3645841293894,621270.14,48,26675718.34,2,2,3,0,11.911888737051168,15.67627696838429,2885684.33,0.14836422969650087,0.08254666350399717,0.6445536236459071,0.19752207724492263,1.5514612955606646,0.7067568731745365,0.20268832424045885,1.562042307067856,1.9411058556840004,0.7973116757595411,0.10395311600349996,0.0,1.6835226675463915,4.294125915803411,1.7931843747647798,1.6005620662868432,0.38542628500242637,1
MSME-000032,Auto Components,Maharashtra,Proprietorship,2.4,8,3015409.24,2784651.69,2502614.69,0.20490351400280749,0.24011338993935244,0.12172253558288636,1643802.32,1090952.67,552849.65,-0.11256106477480196,1371606.92,1319697.95,1899190.59,739193.36,0.23473705527618532,1.1553643453436886,2407903.22,23.955984353688812,-22.087038017986306,0.2459224202528769,24581443.56,10.152809446541097,424147.78,80,30262076.62,1,1,1,0,10.021572131476375,14.306274801796853,2915734.11,0.17246984141876934,0.03305525868024842,3.1114107210463295,0.14066010489508216,0.3213976198114122,0.836317566743721,0.45486592725304503,1.1553643445399202,0.7985328120835764,0.5451340727469549,0.2172269705805982,0.0,0.6451888261476905,2.168104808765092,0.9726327585424018,1.3879678289814263,0.1838805214142008,0
MSME-000033,Services,Uttar Pradesh,Private Limited,13.9,8,1866088.37,1932323.11,2013276.69,-0.07310883786363313,0.039429483230955756,0.11692717355896148,1306661.54,638406.63,668254.91,-0.11849243237120363,559426.83,500246.72,3597470.49,1566453.12,0.19031584710655094,2.7531769967709905,2437588.4,39.187668344548555,5.876999755487784,0.05325345268207878,6816040.38,10.420446705575532,144406.51,61,8693364.85,1,0,0,0,2.6911450505265355,6.025693525412156,1994388.6,,0.06875356437782722,3.464156290460866,0.07738460424572498,0.28867057838979937,0.3882169153829158,0.2997858188248609,2.753176993332183,1.3062556088916624,0.7002141811751391,-0.033720425480527026,0.07310883786363313,0.9022812502741476,0.17940967003510236,0.0,0.7816784259972283,0.15729094401013569,0
MSME-000034,Food Processing,Tamil Nadu,Private Limited,1.6,17,3053457.03,2736320.5,2348709.18,0.30005751839493494,0.2873256760812149,0.12794121372757242,2081083.83,1056752.0,1024331.84,-0.09977331667483956,972373.19,940531.64,6117869.24,1379640.35,0.08091027493864293,2.9397514613894438,407127.6,4.0,-4.311948661799848,0.14897191486576547,10729181.87,9.828994342041144,476355.42,25,13782264.97,4,2,2,1,33.99762811870489,37.968013989313086,3081931.17,0.284238381533482,0.009325215283828764,1.9744325361092776,0.15600528034940123,0.5064746359835379,0.3761382818062232,0.3184499341063267,2.9397514659464727,0.13333333202334274,0.6815500626186969,0.29560137358513294,0.0,0.21563858153243215,8.266508541246992,0.33705681140197025,1.5661514826797263,0.1020741973936612,0
